id,price
453,150.00 
454,111.00 
455,85.00 
456,110.00 
457,89.00 
458,100.00 
459,250.00 
460,900.00 
461,325.00 
462,188.00 
463,180.00 
464,215.00 
465,69.00 
466,45.00 
467,106.00 
468,185.00 
469,120.00 
470,500.00 
471,95.00 
472,95.00 
473,89.00 
474,75.00 
475,159.00 
476,155.00 
477,50.00 
478,57.00 
479,121.00 
480,568.00 
481,165.00 
482,100.00 
483,202.00 
484,550.00 
485,49.00 
486,200.00 
487,99.00 
488,90.00 
489,94.00 
490,93.00 
491,80.00 
492,451.00 
493,154.00 
494,59.00 
495,1800.00 
496,68.00 
497,92.00 
498,160.00 
499,145.00 
500,145.00 
501,150.00 
502,85.00 
503,90.00 
504,45.00 
505,473.00 
506,225.00 
507,76.00 
508,316.00 
509,166.00 
510,130.00 
511,37.00 
512,25.00 
513,199.00 
514,265.00 
515,87.00 
516,90.00 
517,1446.00 
518,150.00 
519,67.00 
520,1250.00 
521,110.00 
522,257.00 
523,195.00 
524,125.00 
525,120.00 
526,210.00 
527,233.00 
528,99.00 
529,144.00 
530,325.00 
531,240.00 
532,126.00 
533,200.00 
534,30.00 
535,129.00 
536,50.00 
537,48.00 
538,150.00 
539,207.00 
540,72.00 
541,39.00 
542,115.00 
543,164.00 
544,325.00 
545,154.00 
546,188.00 
547,55.00 
548,85.00 
549,75.00 
550,208.00 
551,90.00 
552,178.00 
553,137.00 
554,240.00 
555,95.00 
556,98.00 
557,181.00 
558,90.00 
559,629.00 
560,190.00 
561,150.00 
562,45.00 
563,580.00 
564,120.00 
565,99.00 
566,80.00 
567,150.00 
568,52.00 
569,35.00 
570,70.00 
571,158.00 
572,37.00 
573,175.00 
574,428.00 
575,243.00 
576,155.00 
577,186.00 
578,60.00 
579,211.00 
580,157.00 
581,429.00 
582,125.00 
583,232.00 
584,185.00 
585,41.00 
586,100.00 
587,47.00 
588,376.00 
589,73.00 
590,40.00 
591,145.00 
592,207.00 
593,71.00 
594,475.00 
595,100.00 
596,350.00 
597,199.00 
598,125.00 
599,55.00 
600,450.00 
601,100.00 
602,123.00 
603,1000.00 
604,85.00 
605,126.00 
606,1036.00 
607,110.00 
608,65.00 
609,425.00 
610,150.00 
611,608.00 
612,104.00 
613,66.00 
614,135.00 
615,100.00 
616,65.00 
617,82.00 
618,144.00 
619,85.00 
620,39.00 
621,101.00 
622,998.00 
623,250.00 
624,230.00 
625,40.00 
626,119.00 
627,146.00 
628,49.00 
629,65.00 
630,350.00 
631,175.00 
632,85.00 
633,140.00 
634,675.00 
635,39.00 
636,155.00 
637,99.00 
638,453.00 
639,165.00 
640,150.00 
641,150.00 
642,329.00 
643,720.00 
644,300.00 
645,110.00 
646,150.00 
647,193.00 
648,259.00 
649,151.00 
650,375.00 
651,161.00 
652,99.00 
653,185.00 
654,75.00 
655,146.00 
656,222.00 
657,111.00 
658,156.00 
659,125.00 
660,76.00 
661,99.00 
662,104.00 
663,160.00 
664,132.00 
665,80.00 
666,300.00 
667,67.00 
668,128.00 
669,65.00 
670,130.00 
671,189.00 
672,132.00 
673,107.00 
674,76.00 
675,124.00 
676,75.00 
677,57.00 
678,129.00 
679,35.00 
680,213.00 
681,42.00 
682,200.00 
683,40.00 
684,196.00 
685,168.00 
686,62.00 
687,499.00 
688,66.00 
689,120.00 
690,299.00 
691,130.00 
692,322.00 
693,289.00 
694,37.00 
695,58.00 
696,80.00 
697,107.00 
698,190.00 
699,120.00 
700,90.00 
701,235.00 
702,100.00 
703,145.00 
704,28.00 
705,147.00 
706,140.00 
707,743.00 
708,195.00 
709,80.00 
710,73.00 
711,132.00 
712,150.00 
713,100.00 
714,47.00 
715,210.00 
716,70.00 
717,350.00 
718,72.00 
719,140.00 
720,180.00 
721,129.00 
722,120.00 
723,161.00 
724,300.00 
725,185.00 
726,2293.00 
727,266.00 
728,75.00 
729,175.00 
730,300.00 
731,45.00 
732,75.00 
733,228.00 
734,59.00 
735,400.00 
736,121.00 
737,446.00 
738,60.00 
739,169.00 
740,150.00 
741,60.00 
742,100.00 
743,72.00 
744,40.00 
745,100.00 
746,175.00 
747,164.00 
748,45.00 
749,269.00 
750,75.00 
751,55.00 
752,32.00 
753,75.00 
754,100.00 
755,75.00 
756,39.00 
757,45.00 
758,37.00 
759,200.00 
760,170.00 
761,55.00 
762,101.00 
763,325.00 
764,120.00 
765,350.00 
766,125.00 
767,95.00 
768,150.00 
769,149.00 
770,64.00 
771,135.00 
772,60.00 
773,135.00 
774,169.00 
775,72.00 
776,400.00 
777,34.00 
778,70.00 
779,125.00 
780,125.00 
781,167.00 
782,130.00 
783,100.00 
784,89.00 
785,199.00 
786,280.00 
787,104.00 
788,243.00 
789,85.00 
790,140.00 
791,175.00 
792,140.00 
793,300.00 
794,85.00 
795,473.00 
796,85.00 
797,109.00 
798,130.00 
799,20.00 
800,230.00 
801,347.00 
802,242.00 
803,322.00 
804,61.00 
805,100.00 
806,357.00 
807,250.00 
808,300.00 
809,88.00 
810,450.00 
811,175.00 
812,109.00 
813,95.00 
814,95.00 
815,85.00 
816,215.00 
817,200.00 
818,100.00 
819,140.00 
820,771.00 
821,98.00 
822,180.00 
823,150.00 
824,244.00 
825,144.00 
826,89.00 
827,195.00 
828,448.00 
829,185.00 
830,80.00 
831,99.00 
832,284.00 
833,75.00 
834,350.00 
835,100.00 
836,200.00 
837,78.00 
838,221.00 
839,449.00 
840,173.00 
841,84.00 
842,299.00 
843,233.00 
844,125.00 
845,70.00 
846,130.00 
847,85.00 
848,495.00 
849,193.00 
850,99.00 
851,140.00 
852,160.00 
853,400.00 
854,350.00 
855,150.00 
856,332.00 
857,182.00 
858,50.00 
859,43.00 
860,148.00 
861,142.00 
862,250.00 
863,1500.00 
864,115.00 
865,235.00 
866,341.00 
867,261.00 
868,140.00 
869,99.00 
870,200.00 
871,185.00 
872,440.00 
873,54.00 
874,70.00 
875,185.00 
876,175.00 
877,600.00 
878,159.00 
879,353.00 
880,3557.00 
881,98.00 
882,495.00 
883,330.00 
884,411.00 
885,258.00 
886,140.00 
887,153.00 
888,115.00 
889,150.00 
890,425.00 
891,100.00 
892,93.00 
893,275.00 
894,45.00 
895,182.00 
896,94.00 
897,432.00 
898,51.00 
899,120.00 
900,140.00 
901,208.00 
902,185.00 
903,33.00 
904,95.00 
905,110.00 
906,229.00 
907,153.00 
908,196.00 
909,143.00 
910,182.00 
911,150.00 
912,43.00 
913,125.00 
914,175.00 
915,113.00 
916,250.00 
917,77.00 
918,90.00 
919,600.00 
920,124.00 
921,41.00 
922,130.00 
923,192.00 
924,340.00 
925,145.00 
926,349.00 
927,205.00 
928,68.00 
929,99.00 
930,70.00 
931,80.00 
932,99.00 
933,300.00 
934,40.00 
935,168.00 
936,77.00 
937,206.00 
938,165.00 
939,60.00 
940,140.00 
941,295.00 
942,90.00 
943,250.00 
944,86.00 
945,175.00 
946,1140.00 
947,55.00 
948,50.00 
949,100.00 
950,128.00 
951,499.00 
952,125.00 
953,72.00 
954,1.00 
955,250.00 
956,347.00 
957,320.00 
958,46.00 
959,450.00 
960,279.00 
961,175.00 
962,80.00 
963,407.00 
964,52.00 
965,168.00 
966,110.00 
967,114.00 
968,150.00 
969,350.00 
970,65.00 
971,110.00 
972,49.00 
973,58.00 
974,125.00 
975,29.00 
976,378.00 
977,70.00 
978,251.00 
979,132.00 
980,310.00 
981,201.00 
982,136.00 
983,115.00 
984,302.00 
985,65.00 
986,65.00 
987,131.00 
988,799.00 
989,131.00 
990,200.00 
991,65.00 
992,175.00 
993,94.00 
994,124.00 
995,500.00 
996,82.00 
997,60.00 
998,109.00 
999,255.00 
1000,55.00 
1001,400.00 
1002,30.00 
1003,66.00 
1004,219.00 
1005,40.00 
1006,70.00 
1007,125.00 
1008,423.00 
1009,755.00 
1010,200.00 
1011,80.00 
1012,145.00 
1013,85.00 
1014,150.00 
1015,265.00 
1016,89.00 
1017,65.00 
1018,115.00 
1019,260.00 
1020,600.00 
1021,70.00 
1022,70.00 
1023,175.00 
1024,302.00 
1025,70.00 
1026,90.00 
1027,43.00 
1028,599.00 
1029,143.00 
1030,145.00 
1031,259.00 
1032,60.00 
1033,182.00 
1034,140.00 
1035,500.00 
1036,250.00 
1037,76.00 
1038,65.00 
1039,115.00 
1040,160.00 
1041,415.00 
1042,68.00 
1043,330.00 
1044,58.00 
1045,264.00 
1046,179.00 
1047,625.00 
1048,85.00 
1049,90.00 
1050,137.00 
1051,285.00 
1052,153.00 
1053,46.00 
1054,194.00 
1055,69.00 
1056,93.00 
1057,149.00 
1058,500.00 
1059,410.00 
1060,50.00 
1061,120.00 
1062,74.00 
1063,59.00 
1064,500.00 
1065,85.00 
1066,50.00 
1067,125.00 
1068,75.00 
1069,145.00 
1070,95.00 
1071,256.00 
1072,85.00 
1073,140.00 
1074,800.00 
1075,518.00 
1076,104.00 
1077,38.00 
1078,100.00 
1079,145.00 
1080,286.00 
1081,55.00 
1082,210.00 
1083,138.00 
1084,146.00 
1085,102.00 
1086,221.00 
1087,50.00 
1088,205.00 
1089,1000.00 
1090,74.00 
1091,109.00 
1092,407.00 
1093,120.00 
1094,225.00 
1095,61.00 
1096,99.00 
1097,324.00 
1098,100.00 
1099,495.00 
1100,544.00 
1101,85.00 
1102,288.00 
1103,75.00 
1104,420.00 
1105,132.00 
1106,125.00 
1107,39.00 
1108,105.00 
1109,592.00 
1110,99.00 
1111,280.00 
1112,275.00 
1113,53.00 
1114,250.00 
1115,76.00 
1116,69.00 
1117,120.00 
1118,108.00 
1119,149.00 
1120,257.00 
1121,433.00 
1122,470.00 
1123,39.00 
1124,71.00 
1125,63.00 
1126,2500.00 
1127,267.00 
1128,80.00 
1129,100.00 
1130,398.00 
1131,159.00 
1132,115.00 
1133,125.00 
1134,119.00 
1135,110.00 
1136,167.00 
1137,45.00 
1138,154.00 
1139,128.00 
1140,75.00 
1141,151.00 
1142,217.00 
1143,1029.00 
1144,274.00 
1145,175.00 
1146,288.00 
1147,200.00 
1148,80.00 
1149,339.00 
1150,100.00 
1151,70.00 
1152,180.00 
1153,132.00 
1154,175.00 
1155,39.00 
1156,170.00 
1157,36.00 
1158,71.00 
1159,110.00 
1160,156.00 
1161,115.00 
1162,60.00 
1163,200.00 
1164,111.00 
1165,70.00 
1166,48.00 
1167,95.00 
1168,145.00 
1169,200.00 
1170,230.00 
1171,40.00 
1172,140.00 
1173,200.00 
1174,40.00 
1175,98.00 
1176,726.00 
1177,215.00 
1178,70.00 
1179,334.00 
1180,140.00 
1181,74.00 
1182,97.00 
1183,195.00 
1184,90.00 
1185,76.00 
1186,1050.00 
1187,500.00 
1188,161.00 
1189,65.00 
1190,161.00 
1191,111.00 
1192,190.00 
1193,66.00 
1194,43.00 
1195,250.00 
1196,144.00 
1197,80.00 
1198,182.00 
1199,50.00 
1200,65.00 
1201,90.00 
1202,145.00 
1203,355.00 
1204,48.00 
1205,130.00 
1206,100.00 
1207,300.00 
1208,125.00 
1209,28.00 
1210,695.00 
1211,32.00 
1212,72.00 
1213,0.00 
1214,94.00 
1215,220.00 
1216,250.00 
1217,300.00 
1218,195.00 
1219,71.00 
1220,82.00 
1221,129.00 
1222,135.00 
1223,299.00 
1224,65.00 
1225,247.00 
1226,145.00 
1227,60.00 
1228,285.00 
1229,40.00 
1230,70.00 
1231,105.00 
1232,160.00 
1233,189.00 
1234,288.00 
1235,115.00 
1236,1117.00 
1237,492.00 
1238,407.00 
1239,220.00 
1240,150.00 
1241,112.00 
1242,97.00 
1243,105.00 
1244,104.00 
1245,175.00 
1246,38.00 
1247,98.00 
1248,138.00 
1249,214.00 
1250,280.00 
1251,140.00 
1252,350.00 
1253,169.00 
1254,200.00 
1255,85.00 
1256,125.00 
1257,45.00 
1258,70.00 
1259,60.00 
1260,133.00 
1261,90.00 
1262,314.00 
1263,86.00 
1264,65.00 
1265,100.00 
1266,200.00 
1267,75.00 
1268,96.00 
1269,32.00 
1270,193.00 
1271,200.00 
1272,250.00 
1273,649.00 
1274,75.00 
1275,45.00 
1276,243.00 
1277,79.00 
1278,120.00 
1279,250.00 
1280,225.00 
1281,120.00 
1282,40.00 
1283,43.00 
1284,257.00 
1285,180.00 
1286,65.00 
1287,75.00 
1288,70.00 
1289,99.00 
1290,250.00 
1291,70.00 
1292,225.00 
1293,417.00 
1294,121.00 
1295,110.00 
1296,209.00 
1297,200.00 
1298,146.00 
1299,295.00 
1300,99.00 
1301,350.00 
1302,156.00 
1303,169.00 
1304,269.00 
1305,130.00 
1306,10000.00 
1307,81.00 
1308,449.00 
1309,46.00 
1310,829.00 
1311,158.00 
1312,100.00 
1313,187.00 
1314,99.00 
1315,269.00 
1316,165.00 
1317,196.00 
1318,115.00 
1319,72.00 
1320,125.00 
1321,80.00 
1322,169.00 
1323,245.00 
1324,70.00 
1325,128.00 
1326,160.00 
1327,200.00 
1328,105.00 
1329,150.00 
1330,113.00 
1331,131.00 
1332,101.00 
1333,167.00 
1334,219.00 
1335,25.00 
1336,95.00 
1337,120.00 
1338,55.00 
1339,90.00 
1340,450.00 
1341,221.00 
1342,60.00 
1343,62.00 
1344,116.00 
1345,550.00 
1346,450.00 
1347,125.00 
1348,35.00 
1349,290.00 
1350,129.00 
1351,195.00 
1352,200.00 
1353,77.00 
1354,45.00 
1355,385.00 
1356,240.00 
1357,469.00 
1358,35.00 
1359,50.00 
1360,258.00 
1361,55.00 
1362,85.00 
1363,150.00 
1364,38.00 
1365,91.00 
1366,155.00 
1367,100.00 
1368,75.00 
1369,120.00 
1370,45.00 
1371,140.00 
1372,43.00 
1373,80.00 
1374,250.00 
1375,200.00 
1376,55.00 
1377,175.00 
1378,153.00 
1379,199.00 
1380,50.00 
1381,200.00 
1382,140.00 
1383,99.00 
1384,185.00 
1385,175.00 
1386,285.00 
1387,403.00 
1388,1520.00 
1389,145.00 
1390,175.00 
1391,36.00 
1392,100.00 
1393,195.00 
1394,150.00 
1395,79.00 
1396,129.00 
1397,200.00 
1398,275.00 
1399,124.00 
1400,98.00 
1401,400.00 
1402,55.00 
1403,155.00 
1404,220.00 
1405,175.00 
1406,150.00 
1407,55.00 
1408,350.00 
1409,178.00 
1410,194.00 
1411,229.00 
1412,310.00 
1413,120.00 
1414,220.00 
1415,185.00 
1416,106.00 
1417,118.00 
1418,91.00 
1419,75.00 
1420,95.00 
1421,126.00 
1422,45.00 
1423,580.00 
1424,69.00 
1425,300.00 
1426,202.00 
1427,105.00 
1428,42.00 
1429,30.00 
1430,115.00 
1431,550.00 
1432,164.00 
1433,200.00 
1434,303.00 
1435,650.00 
1436,102.00 
1437,178.00 
1438,110.00 
1439,510.00 
1440,50.00 
1441,80.00 
1442,186.00 
1443,156.00 
1444,106.00 
1445,250.00 
1446,139.00 
1447,232.00 
1448,37.00 
1449,70.00 
1450,465.00 
1451,100.00 
1452,314.29 
1453,75.00 
1454,398.00 
1455,64.00 
1456,305.00 
1457,185.00 
1458,399.00 
1459,225.00 
1460,407.00 
1461,89.00 
1462,300.00 
1463,100.00 
1464,180.00 
1465,50.00 
1466,350.00 
1467,349.00 
1468,93.00 
1469,165.00 
1470,190.00 
1471,51.00 
1472,150.00 
1473,1064.00 
1474,81.00 
1475,495.00 
1476,78.00 
1477,88.00 
1478,120.00 
1479,414.00 
1480,291.00 
1481,500.00 
1482,321.00 
1483,120.00 
1484,325.00 
1485,435.00 
1486,120.00 
1487,363.00 
1488,300.00 
1489,53.00 
1490,140.00 
1491,106.00 
1492,129.00 
1493,51.00 
1494,300.00 
1495,184.00 
1496,260.00 
1497,250.00 
1498,40.00 
1499,173.00 
1500,200.00 
1501,135.00 
1502,130.00 
1503,250.00 
1504,105.00 
1505,301.00 
1506,189.00 
1507,500.00 
1508,146.00 
1509,160.00 
1510,300.00 
1511,135.00 
1512,70.00 
1513,209.00 
1514,50.00 
1515,141.00 
1516,120.00 
1517,237.00 
1518,180.00 
1519,43.00 
1520,68.00 
1521,135.00 
1522,321.00 
1523,600.00 
1524,658.00 
1525,1404.00 
1526,110.00 
1527,41.00 
1528,155.00 
1529,380.00 
1530,110.00 
1531,250.00 
1532,326.00 
1533,107.00 
1534,122.00 
1535,80.00 
1536,111.00 
1537,31.00 
1538,80.00 
1539,88.00 
1540,120.00 
1541,40.00 
1542,494.00 
1543,69.00 
1544,89.00 
1545,70.00 
1546,600.00 
1547,270.00 
1548,99.00 
1549,145.00 
1550,249.00 
1551,233.00 
1552,409.00 
1553,386.00 
1554,171.00 
1555,271.00 
1556,149.00 
1557,280.00 
1558,282.00 
1559,380.00 
1560,220.00 
1561,155.00 
1562,40.00 
1563,165.00 
1564,135.00 
1565,300.00 
1566,99.00 
1567,45.00 
1568,392.00 
1569,229.00 
1570,90.00 
1571,200.00 
1572,407.00 
1573,175.00 
1574,200.00 
1575,399.00 
1576,155.00 
1577,68.00 
1578,59.00 
1579,42.00 
1580,89.00 
1581,30.00 
1582,125.00 
1583,108.00 
1584,120.00 
1585,300.00 
1586,249.00 
1587,139.00 
1588,129.00 
1589,130.00 
1590,385.00 
1591,86.00 
1592,242.00 
1593,209.00 
1594,45.00 
1595,150.00 
1596,106.00 
1597,130.00 
1598,85.00 
1599,50.00 
1600,160.00 
1601,110.00 
1602,170.00 
1603,60.00 
1604,3.00 
1605,65.00 
1606,175.00 
1607,75.00 
1608,85.00 
1609,115.00 
1610,147.00 
1611,60.00 
1612,52.00 
1613,57.00 
1614,176.00 
1615,150.00 
1616,59.00 
1617,95.00 
1618,90.00 
1619,169.00 
1620,275.00 
1621,39.00 
1622,180.00 
1623,76.00 
1624,143.00 
1625,1450.00 
1626,100.00 
1627,114.00 
1628,200.00 
1629,200.00 
1630,45.00 
1631,339.00 
1632,85.00 
1633,65.00 
1634,225.00 
1635,809.00 
1636,95.00 
1637,140.00 
1638,200.00 
1639,116.00 
1640,125.00 
1641,32.00 
1642,65.00 
1643,44.00 
1644,146.00 
1645,217.00 
1646,55.00 
1647,143.00 
1648,727.00 
1649,173.00 
1650,115.00 
1651,225.00 
1652,41.00 
1653,1000.00 
1654,32.00 
1655,32.00 
1656,95.00 
1657,411.00 
1658,120.00 
1659,173.00 
1660,50.00 
1661,80.00 
1662,120.00 
1663,159.00 
1664,375.00 
1665,407.00 
1666,150.00 
1667,180.00 
1668,80.00 
1669,198.00 
1670,107.00 
1671,269.00 
1672,40.00 
1673,650.00 
1674,995.00 
1675,528.00 
1676,300.00 
1677,500.00 
1678,125.00 
1679,110.00 
1680,185.00 
1681,40.00 
1682,309.00 
1683,125.00 
1684,80.00 
1685,100.00 
1686,529.00 
1687,271.00 
1688,244.00 
1689,56.00 
1690,125.00 
1691,145.00 
1692,1.00 
1693,63.00 
1694,125.00 
1695,115.00 
1696,147.00 
1697,55.00 
1698,160.00 
1699,89.00 
1700,95.00 
1701,182.00 
1702,250.00 
1703,115.00 
1704,200.00 
1705,73.00 
1706,74.00 
1707,75.00 
1708,150.00 
1709,106.00 
1710,85.00 
1711,250.00 
1712,250.00 
1713,110.00 
1714,79.00 
1715,725.00 
1716,329.00 
1717,65.00 
1718,105.00 
1719,55.00 
1720,100.00 
1721,64.00 
1722,140.00 
1723,68.00 
1724,175.00 
1725,139.00 
1726,135.00 
1727,120.00 
1728,175.00 
1729,55.00 
1730,328.00 
1731,110.00 
1732,100.00 
1733,96.00 
1734,120.00 
1735,75.00 
1736,2.00 
1737,400.00 
1738,150.00 
1739,35.00 
1740,88.00 
1741,375.00 
1742,140.00 
1743,107.00 
1744,97.00 
1745,50.00 
1746,165.00 
1747,219.00 
1748,29.00 
1749,75.00 
1750,243.00 
1751,80.00 
1752,135.00 
1753,200.00 
1754,75.00 
1755,136.00 
1756,37.00 
1757,117.00 
1758,90.00 
1759,42.00 
1760,378.00 
1761,150.00 
1762,91.00 
1763,59.00 
1764,100.00 
1765,99.00 
1766,145.00 
1767,100.00 
1768,260.00 
1769,149.00 
1770,74.00 
1771,26.00 
1772,300.00 
1773,127.00 
1774,185.00 
1775,335.00 
1776,175.00 
1777,870.00 
1778,48.00 
1779,450.00 
1780,296.00 
1781,65.00 
1782,142.00 
1783,169.00 
1784,75.00 
1785,106.00 
1786,400.00 
1787,110.00 
1788,333.00 
1789,94.00 
1790,210.00 
1791,109.00 
1792,252.00 
1793,200.00 
1794,412.00 
1795,325.00 
1796,155.00 
1797,180.00 
1798,79.00 
1799,679.00 
1800,111.00 
1801,140.00 
1802,64.00 
1803,143.00 
1804,250.00 
1805,97.00 
1806,162.00 
1807,45.00 
1808,85.00 
1809,357.00 
1810,600.00 
1811,310.00 
1812,170.00 
1813,167.00 
1814,68.00 
1815,50.00 
1816,161.00 
1817,100.00 
1818,211.00 
1819,149.00 
1820,77.00 
1821,40.00 
1822,120.00 
1823,306.00 
1824,40.00 
1825,175.00 
1826,79.00 
1827,99.00 
1828,60.00 
1829,154.00 
1830,60.00 
1831,89.00 
1832,125.00 
1833,75.00 
1834,175.00 
1835,98.00 
1836,70.00 
1837,185.00 
1838,95.00 
1839,200.00 
1840,65.00 
1841,25.00 
1842,236.00 
1843,119.00 
1844,71.00 
1845,413.00 
1846,75.00 
1847,73.00 
1848,250.00 
1849,350.00 
1850,135.00 
1851,305.00 
1852,45.00 
1853,99.00 
1854,468.00 
1855,170.00 
1856,401.00 
1857,75.00 
1858,199.00 
1859,171.00 
1860,50.00 
1861,180.00 
1862,62.00 
1863,95.00 
1864,150.00 
1865,34.00 
1866,25.00 
1867,200.00 
1868,54.00 
1869,514.00 
